972	좀 더 멀리
973	입구
974	출구
1000	【시간】
1001	그저께
1002	어제
1003	오늘
1004	내일
1005	모레
1006	저번 주
1007	이번 주
1008	다음 주
1009	오전
1010	오후
1011	아침
1012	낮
1013	밤
1014	요일
1015	일요일
1016	월요일
1017	화요일
1018	수요일
1019	목요일
1020	금요일
1021	토요일
1022	휴일
1023	휴가
1024	장기
1025	단기
1026	날짜
1027	초
1028	분
1029	시간
1030	월
1031	년
1032	1월
1033	2월
1034	3월
1035	4월
1036	5월
1037	6월
1038	7월
1039	8월
1040	9월
1041	10월
1042	11월
1043	12월
1044	지난달
1045	이번 달
1046	다음 달
1047	작년
1048	올해
1049	내년
1050	지금
1051	곧
1052	언제든지
1053	처음
1054	마지막
1055	대기 시간
1056	남은 시간
1057	종료 시간
1058	제6성력
1059	제7재해
1060	제7성력
1150	【이동 방법】
1151	걷기
1152	달리기
1153	따라가기
1154	초코보
1155	내 초코보
1156	초코보 대여
1157	초코보 수송
1158	마운트
1159	텔레포
1160	데존
1161	도시 내 이동
1162	비공정
1163	귀환 지점
1164	정기선
1165	나는 탈것
1200	【시설】
1201	에테라이트
1202	도시 내 이동
1203	모험가 길드
1204	길드
1205	상점
1206	초코보 대여소
1207	여관
1208	초인종
1209	휴식 지역
1210	길드 의뢰 발행 담당자
1211	링크셸 배포 담당자
1212	장터 게시판
1213	집사 고용창구
1214	수리공
1215	비공정 승강장
1216	배달부 모그리
1217	선착장
1218	여객선 부두
1219	비공정 승강장
1220	흑와단 군령부
1221	쌍사당 통합사령부
1222	불멸대 작전본부
1223	모험가 거주구역
1224	투기장 대결 접수처
1225	마물 수배 게시판
1226	일기예보사
1227	미용사 호출 초인종
1228	확장 구역
1250	【총사령부】
1251	총사령부
1252	계급
1253	군수물자
1254	보급물자
1255	희소물자
1256	흑와단
1257	쌍사당
1258	불멸대
1270	【자유부대】
1271	자유부대
1272	서명
1273	부대 게시판
1274	부대 금고
1275	부대 문장
1276	부대 혜택
1277	부대 제작
1278	지하공방
1279	비공정 탐사
1300	【게임 시스템】
1301	클래스
1302	클래스 체인지
1303	잡
1304	잡 체인지
1305	소울 크리스탈
1306	레벨
1307	경험치
1308	수호신
1309	민족
1310	부족
1311	지역
1312	장비
1313	아이템
1314	장비세트
1315	휴식 보너스
1316	솔로
1317	파티
1318	탈것
1319	꼬마 친구
1320	집사
1321	전투
1322	제작
1323	채집
1324	내구도
1325	결속도
1326	장비 적성
1327	보물상자
1328	대상
1329	대상 고정
1330	주시 대상
1331	대상 표식
1332	메뉴
1333	지도
1334	게임 문의
1335	스크린샷
1336	로그아웃
1337	게임 종료
1338	강제 종료
1339	상용구 사전
1340	감정 표현
1341	업적
1342	칭호
1343	화폐
1344	길
1345	교환
1346	조사
1347	따라가기
1348	연합 파티
1349	하우징
1350	우호도
1351	우호 랭크
1352	플레이어 추천
1353	알라그 석판
1354	알라그 석판: 신화
1355	알라그 석판: 철학
1356	추방 투표
1357	포기 투표
1358	지면 표식
1359	지면 대상
1360	장비 투영
1361	알라그 석판: 전기
1362	미용사
1363	집사 수행
1364	아트마
1365	조디악 웨폰
1366	알렉산드라이트
1367	아니무스
1368	노우스
1369	동맹 휘장
1370	마물 수배서
1371	무법자의 전장
1372	초월하는 힘
1373	초코보 육성
1374	일기예보
1375	알라그 석판: 시학
1376	공헌도
1377	군표
1378	명예 점수
1379	제니스
1380	넥서스
1381	센추리오 휘장
1382	알라그 석판: 법전
1383	알라그 석판: 금서
1384	파티장 분배
1385	선입찰 금지
1386	일반 전리품 규칙
1400	【전투】
1401	공격
1402	기술
1403	일반 기술
1404	특성
1405	잡 기술
1406	추가 기술
1407	마법
1408	무기 기술
1409	능력
1410	시전 시간
1411	재사용 대기 시간
1412	사용 적성
1413	링크
1414	소환수
1415	버디
1416	적개심
1417	호전적
1418	비호전적
1419	전투불능
1420	전리품
1421	분배
1422	주사위
1423	저항
1424	습득
1425	감지
1426	범위
1427	리미트 브레이크
1428	적
1429	마물
1430	악명 높은 마물
1431	능력치 보너스
1432	연속 처치 보너스
1433	추가 직업 보너스
1434	레벨 조정
1435	PvP 기술
1436	범위공격
1437	전방 범위공격
1438	후방 범위공격
1439	전체공격
1440	외곽 거점
1441	거주구역 유적
1442	거점
1443	깃발
1444	점거
1445	중립
1446	전술 점수
1447	시장 유적
1448	태양신전
1449	콤보
1450	아드레날린 폭주
1451	단독 공격
1452	쇠뇌
1453	알라그 석탑
1500	【접속 상태】
1501	접속 중
1502	자리 비움
1503	다른 용무 중
1504	파티 찾는 중
1505	마테리아 장착 대행 중
1506	임무 중
1507	접속 종료
1508	파티 모집 중
1509	초보자
1550	【의사소통】
1551	대화
1552	귓속말
1553	말하기
1554	외치기
1555	떠들기
1556	친구 목록
1557	차단 목록 관리
1558	플레이어 검색
1559	링크셸
1560	모그레터
1564	포럼
1565	순위
1566	총사령부 순위
1567	자유부대 순위
1568	파티
1569	연합 파티
1570	링크셸
1571	자유부대
1600	【제작 & 채집】
1601	샤드
1602	크리스탈
1603	클러스터
1604	마테리아
1605	마테리아화
1606	마테리아 공예
1607	장터
1608	장터 검색
1609	HQ
1610	고유
1611	거래 불가
1612	재료
1613	간이 제작
1614	품질
1615	고품질
1616	최고품질
1617	수리
1618	수리 재료
1619	염색
1620	성목
1621	나무 베기
1622	풀 베기
1623	채굴장
1624	채굴
1625	암석 캐기
1626	낚시
1627	마테리아 장착
1628	금단의 마테리아 장착
1629	재배
1630	육성
1631	수확
1632	비전서
1633	분해
1634	터주 낚시
1635	놓아주기
1636	미지의 채집 장소
1637	소장품
1638	전문 장인
1639	호부
1640	전승록
1641	제작자용 화폐
1642	채집자용 화폐
1643	제작자용 화폐: 적화
1644	제작자용 화폐: 청화
1645	채집가용 화폐: 적화
1646	채집가용 화폐: 청화
1900	【야만신과 야만족】
1901	야만신
1902	이프리트
1903	타이탄
1904	가루다
1905	바하무트
1906	모그루 모그 12세
1907	야만족
1908	아말쟈
1909	실프
1910	이크살
1911	코볼드
1912	사하긴
1913	리바이어선
1914	라무
1915	시바
1916	알렉산더
1917	라바나
1918	비스마르크
1919	그나스
1920	바누바누
1921	고블린
1922	드래곤
2000	【임무】
2001	임무
2002	퀘스트
2003	주요 퀘스트
2004	부가 퀘스트
2005	클래스 퀘스트
2006	잡 퀘스트
2007	총사령부 퀘스트
2008	돌발 임무
2009	길드 의뢰
2010	의뢰
2011	용병업
2012	채집업
2013	제작업
2015	총사령부 의뢰
2017	의뢰 협동
2018	의뢰 수주권
2019	의뢰 난이도
2020	길드 작전
2021	던전
2022	토벌전
2023	토벌전
2024	강습전
2025	레이드
2026	투기장
2027	토토라크 감옥
2028	탐타라 묘소
2029	구리종 광산
2030	사스타샤 침식 동굴
2031	금빛 골짜기
2032	하우케타 별궁
2033	할라탈리 수련장
2034	브레이플록스의 야영지
2035	카른의 무너진 사원
2036	방랑자의 궁전
2037	돌방패 경계초소
2038	나무꾼의 비명
2039	제멜 요새
2040	옛 암다포르 성
2041	카스트룸 메리디아눔
2042	마도성 프라이토리움
2043	집단전 훈련을 완수하라!
2044	방황하는 사령을 쓰러뜨려라!
2045	관문을 돌파하고 최심부에 있는 적을 쓰러뜨려라!
2046	길거북을 사로잡아라!
2047	독성 요괴꽃을 제거하라!
2048	무법자 '나나니단'을 섬멸하라!
2049	몽환의 브라크시오를 쓰러뜨려라!
2050	폭탄마 고블린 군단을 소탕하라!
2051	오염원 몰볼을 쓰러뜨려라!
2052	갱도에 나타난 요마 부소를 쓰러뜨려라!
2053	무적의 부하를 조종하는 요마를 쓰러뜨려라!
2054	봄들을 통솔하는 '봄 여왕'을 쓰러뜨려라!
2055	불길한 진형을 짜는 요마를 섬멸하라!
2056	세 거인족을 제압하여 유물을 지켜내라!
2057	이프리트 토벌전
2058	타이탄 토벌전
2059	가루다 토벌전
2060	진 이프리트 토벌전
2061	진 타이탄 토벌전
2062	진 가루다 토벌전
2063	리트아틴 강습전
2064	대미궁 바하무트
2065	늑대우리
2066	극 이프리트 토벌전
2067	극 타이탄 토벌전
2068	극 가루다 토벌전
2069	선왕 모그루 모그 12세 토벌전
2070	알테마 웨폰 파괴작전
2071	크리스탈 타워
2072	해후편
2073	고대인의 미궁
2074	지도 해독
2075	어려움
2076	무작위 임무
2077	침공편
2078	시리우스 대등대
2079	극왕 모그루 모그 12세 토벌전
2080	진 리바이어선 토벌전
2081	극 리바이어선 토벌전
2082	도름 키마이라 토벌전
2083	하이드라 토벌전
2084	길가메시 토벌전
2085	PvP
2086	야만족 퀘스트
2087	야만족 일일 퀘스트
2088	야만족 스토리 퀘스트
2089	외전 퀘스트
2090	보물찾기
2091	연대기 퀘스트
2092	기간 한정 이벤트
2093	옛 암다포르 시가지
2094	황도십이문서
2095	천공의 두루마리
2096	마물 사냥
2097	정예 마물
2098	진 라무 토벌전
2099	극 라무 토벌전
2100	시르쿠스 탑
2101	대미궁 바하무트(영웅)
2102	카르테노 평원
2103	난파선의 섬
2104	전장
2105	저레벨
2106	숙련자
2107	고레벨
2108	진성편
2109	진 시바 토벌전
2110	극 시바 토벌전
2111	얼음외투 대빙벽
2112	아마지나배 투기대회 결승전
2113	납품 퀘스트
2114	투신 오딘 토벌전
2115	어둠의 세계
2116	외곽 유적지대
2117	제압전
2118	섬멸전
2119	묵약의 탑
2120	진 길가메시 토벌전
2121	아씨엔
2122	보이드
2123	구브라 환상도서관
2124	거두지 않는 섬
2125	이슈가르드 교황청
2126	무한연속 박물함
2127	어스름 요새
2128	솜 알
2129	마과학 연구소
2130	용의 둥지
2131	진 라바나 토벌전
2132	극 라바나 토벌전
2133	진 비스마르크 토벌전
2134	극 비스마르크 토벌전
2135	봉인된 바위섬
2136	쟁탈전
2137	기공성 알렉산더
2138	기공성 알렉산더(영웅)
2139	기동편
2140	아씨엔 나브리알레스 토벌전
2141	성도 이슈가르드 방어전
2142	나이츠 오브 라운드 토벌전
2143	신전기사단 의뢰
2144	성 모샨 식물원
2145	마하의 그림자
2146	보이드의 방주
2200	【탈것】
2201	【클래스와 잡】
2202	【지명】
2203	【민족】
2204	【부족】
2205	【수호신】
2206	【일반 기술】
2207	【기술】
2208	【제작 기술】
2209	【버디 기술】
2210	【소환수 기술】
2211	【날씨】
2212	【주 메뉴】
2213	【텍스트 명령어】
2214	【PvP 기술】
2215	【소환수】
2216	【꼬마 친구】
3000	【골드 소서】
3001	초코보 경주
3002	경주 초코보
3003	신입 초코보
3004	은퇴 초코보
3005	교배
3006	체급
3007	혈통 레벨
3008	무작위 코스
3009	사골리 사막
3010	고요한 야영지
3011	트리플 트라이어드
3012	카드
3013	카드 유형
3014	희귀도
3015	대결
3016	대회
3017	토너먼트
3018	승점
3019	특수 규칙
3020	유행 규칙
3021	대결 규칙
3022	대회 규칙
3023	모두 공개
3024	3장 공개
3025	동수
3026	연장전
3027	합산
3028	무작위 패
3029	순서대로
3030	무작위 순서
3031	역전
3032	에이스 약화
3033	유형 강화
3034	유형 약화
3035	카드 교환
3036	무작위 규칙
3037	덱
3038	원하는 규칙
3039	돌발 게임
3040	복권
3041	주간 복권
3042	일일 복권
3043	당첨번호
3044	꼬마 친구 공방전
3045	파괴 특화
3046	비전석
3047	소환진
3048	방어막 
3049	탐색의 눈
3050	동물
3051	인형
3052	기계
3053	특수기
3054	함정
